,지역명,규모구분,연도,월,분양가격
977,세종,전용면적 60㎡초과 85㎡이하,2016,9,2738.0
978,세종,전용면적 85㎡초과 102㎡이하,2016,9,2665.0
979,세종,전용면적 102㎡초과,2016,9,2638.0
980,강원,전체,2016,9,2100.0
981,강원,전용면적 60㎡이하,2016,9,2075.0
982,강원,전용면적 60㎡초과 85㎡이하,2016,9,2135.0
983,강원,전용면적 85㎡초과 102㎡이하,2016,9,2965.1990950226245
984,강원,전용면적 102㎡초과,2016,9,2380.0
985,충북,전체,2016,9,2125.0
986,충북,전용면적 60㎡이하,2016,9,2044.0
987,충북,전용면적 60㎡초과 85㎡이하,2016,9,2153.0
988,충북,전용면적 85㎡초과 102㎡이하,2016,9,2321.0
989,충북,전용면적 102㎡초과,2016,9,2243.0
990,충남,전체,2016,9,2236.0
991,충남,전용면적 60㎡이하,2016,9,2328.0
992,충남,전용면적 60㎡초과 85㎡이하,2016,9,2225.0
993,충남,전용면적 85㎡초과 102㎡이하,2016,9,2614.0
994,충남,전용면적 102㎡초과,2016,9,2765.0
995,전북,전체,2016,9,1925.0
996,전북,전용면적 60㎡이하,2016,9,1935.0
997,전북,전용면적 60㎡초과 85㎡이하,2016,9,1930.0
998,전북,전용면적 85㎡초과 102㎡이하,2016,9,2297.0
999,전북,전용면적 102㎡초과,2016,9,2323.0
1000,전남,전체,2016,9,1972.0
1001,전남,전용면적 60㎡이하,2016,9,1997.0
1002,전남,전용면적 60㎡초과 85㎡이하,2016,9,1966.0
1003,전남,전용면적 85㎡초과 102㎡이하,2016,9,2364.0
1004,전남,전용면적 102㎡초과,2016,9,2264.0
1005,경북,전체,2016,9,2251.0
1006,경북,전용면적 60㎡이하,2016,9,2118.0
1007,경북,전용면적 60㎡초과 85㎡이하,2016,9,2263.0
1008,경북,전용면적 85㎡초과 102㎡이하,2016,9,2630.0
1009,경북,전용면적 102㎡초과,2016,9,2550.0
1010,경남,전체,2016,9,2391.0
1011,경남,전용면적 60㎡이하,2016,9,2429.0
1012,경남,전용면적 60㎡초과 85㎡이하,2016,9,2387.0
1013,경남,전용면적 85㎡초과 102㎡이하,2016,9,2844.0
1014,경남,전용면적 102㎡초과,2016,9,2736.0
1015,제주,전체,2016,9,3083.0
1016,제주,전용면적 60㎡이하,2016,9,4091.0
1017,제주,전용면적 60㎡초과 85㎡이하,2016,9,2994.0
1018,제주,전용면적 85㎡초과 102㎡이하,2016,9,3157.0
1019,제주,전용면적 102㎡초과,2016,9,3082.0
1020,서울,전체,2016,10,6400.0
1021,서울,전용면적 60㎡이하,2016,10,6661.0
1022,서울,전용면적 60㎡초과 85㎡이하,2016,10,6537.0
1023,서울,전용면적 85㎡초과 102㎡이하,2016,10,7400.0
1024,서울,전용면적 102㎡초과,2016,10,7241.0
1025,인천,전체,2016,10,3198.0
1026,인천,전용면적 60㎡이하,2016,10,3041.0
1027,인천,전용면적 60㎡초과 85㎡이하,2016,10,3153.0
1028,인천,전용면적 85㎡초과 102㎡이하,2016,10,3311.0
1029,인천,전용면적 102㎡초과,2016,10,4201.0
1030,경기,전체,2016,10,3431.0
1031,경기,전용면적 60㎡이하,2016,10,3508.0
1032,경기,전용면적 60㎡초과 85㎡이하,2016,10,3389.0
1033,경기,전용면적 85㎡초과 102㎡이하,2016,10,3305.0
1034,경기,전용면적 102㎡초과,2016,10,4219.0
1035,부산,전체,2016,10,3097.0
1036,부산,전용면적 60㎡이하,2016,10,3070.0
1037,부산,전용면적 60㎡초과 85㎡이하,2016,10,3087.0
1038,부산,전용면적 85㎡초과 102㎡이하,2016,10,3395.0
1039,부산,전용면적 102㎡초과,2016,10,3840.0
1040,대구,전체,2016,10,3147.0
1041,대구,전용면적 60㎡이하,2016,10,3182.0
1042,대구,전용면적 60㎡초과 85㎡이하,2016,10,3154.0
1043,대구,전용면적 85㎡초과 102㎡이하,2016,10,3045.0
1044,대구,전용면적 102㎡초과,2016,10,3045.0
1045,광주,전체,2016,10,2725.0
1046,광주,전용면적 60㎡이하,2016,10,2568.0
1047,광주,전용면적 60㎡초과 85㎡이하,2016,10,2728.0
1048,광주,전용면적 85㎡초과 102㎡이하,2016,10,2754.0
1049,광주,전용면적 102㎡초과,2016,10,3087.0
1050,대전,전체,2016,10,3066.0
1051,대전,전용면적 60㎡이하,2016,10,3013.0
1052,대전,전용면적 60㎡초과 85㎡이하,2016,10,3072.0
1053,대전,전용면적 85㎡초과 102㎡이하,2016,10,2600.0
1054,대전,전용면적 102㎡초과,2016,10,4328.0
1055,울산,전체,2016,10,3205.0
1056,울산,전용면적 60㎡이하,2016,10,2557.0
1057,울산,전용면적 60㎡초과 85㎡이하,2016,10,3223.0
1058,울산,전용면적 85㎡초과 102㎡이하,2016,10,2663.0
1059,울산,전용면적 102㎡초과,2016,10,3033.0
1060,세종,전체,2016,10,2700.0
1061,세종,전용면적 60㎡이하,2016,10,2778.0
1062,세종,전용면적 60㎡초과 85㎡이하,2016,10,2709.0
1063,세종,전용면적 85㎡초과 102㎡이하,2016,10,2687.0
1064,세종,전용면적 102㎡초과,2016,10,2651.0
1065,강원,전체,2016,10,2137.0
1066,강원,전용면적 60㎡이하,2016,10,2111.0
1067,강원,전용면적 60㎡초과 85㎡이하,2016,10,2138.0
1068,강원,전용면적 85㎡초과 102㎡이하,2016,10,2031.0
1069,강원,전용면적 102㎡초과,2016,10,2191.0
1070,충북,전체,2016,10,2098.0
1071,충북,전용면적 60㎡이하,2016,10,2078.0
1072,충북,전용면적 60㎡초과 85㎡이하,2016,10,2169.0
1073,충북,전용면적 85㎡초과 102㎡이하,2016,10,2684.0
1074,충북,전용면적 102㎡초과,2016,10,2247.0
1075,충남,전체,2016,10,2247.0
1076,충남,전용면적 60㎡이하,2016,10,2290.0
1077,충남,전용면적 60㎡초과 85㎡이하,2016,10,2243.0
1078,충남,전용면적 85㎡초과 102㎡이하,2016,10,2614.0
1079,충남,전용면적 102㎡초과,2016,10,2765.0
1080,전북,전체,2016,10,1927.0
1081,전북,전용면적 60㎡이하,2016,10,1942.0
1082,전북,전용면적 60㎡초과 85㎡이하,2016,10,1933.0
1083,전북,전용면적 85㎡초과 102㎡이하,2016,10,2305.0
1084,전북,전용면적 102㎡초과,2016,10,2324.0
1085,전남,전체,2016,10,1982.0
1086,전남,전용면적 60㎡이하,2016,10,2058.0
1087,전남,전용면적 60㎡초과 85㎡이하,2016,10,1984.0
1088,전남,전용면적 85㎡초과 102㎡이하,2016,10,2467.0
1089,전남,전용면적 102㎡초과,2016,10,2157.0
1090,경북,전체,2016,10,2294.0
1091,경북,전용면적 60㎡이하,2016,10,2277.0
1092,경북,전용면적 60㎡초과 85㎡이하,2016,10,2302.0
1093,경북,전용면적 85㎡초과 102㎡이하,2016,10,2653.0
1094,경북,전용면적 102㎡초과,2016,10,2544.0
1095,경남,전체,2016,10,2412.0
1096,경남,전용면적 60㎡이하,2016,10,2495.0
1097,경남,전용면적 60㎡초과 85㎡이하,2016,10,2406.0
1098,경남,전용면적 85㎡초과 102㎡이하,2016,10,2870.0
1099,경남,전용면적 102㎡초과,2016,10,2638.0
1100,제주,전체,2016,10,3083.0
1101,제주,전용면적 60㎡이하,2016,10,4091.0
1102,제주,전용면적 60㎡초과 85㎡이하,2016,10,2994.0
1103,제주,전용면적 85㎡초과 102㎡이하,2016,10,3157.0
1104,제주,전용면적 102㎡초과,2016,10,3082.0
1105,서울,전체,2016,11,6370.0
1106,서울,전용면적 60㎡이하,2016,11,6695.0
1107,서울,전용면적 60㎡초과 85㎡이하,2016,11,6508.0
1108,서울,전용면적 85㎡초과 102㎡이하,2016,11,6749.0
1109,서울,전용면적 102㎡초과,2016,11,6350.0
1110,인천,전체,2016,11,3151.0
1111,인천,전용면적 60㎡이하,2016,11,3121.0
1112,인천,전용면적 60㎡초과 85㎡이하,2016,11,3153.0
1113,인천,전용면적 85㎡초과 102㎡이하,2016,11,3311.0
1114,인천,전용면적 102㎡초과,2016,11,4201.0
1115,경기,전체,2016,11,3546.0
1116,경기,전용면적 60㎡이하,2016,11,3650.0
1117,경기,전용면적 60㎡초과 85㎡이하,2016,11,3497.0
1118,경기,전용면적 85㎡초과 102㎡이하,2016,11,3439.0
1119,경기,전용면적 102㎡초과,2016,11,4230.0
1120,부산,전체,2016,11,3083.0
1121,부산,전용면적 60㎡이하,2016,11,3039.0
1122,부산,전용면적 60㎡초과 85㎡이하,2016,11,3070.0
1123,부산,전용면적 85㎡초과 102㎡이하,2016,11,3395.0
1124,부산,전용면적 102㎡초과,2016,11,3840.0
1125,대구,전체,2016,11,3109.0
1126,대구,전용면적 60㎡이하,2016,11,3182.0
1127,대구,전용면적 60㎡초과 85㎡이하,2016,11,3114.0
1128,대구,전용면적 85㎡초과 102㎡이하,2016,11,3045.0
1129,대구,전용면적 102㎡초과,2016,11,5014.0
1130,광주,전체,2016,11,2775.0
1131,광주,전용면적 60㎡이하,2016,11,2559.0
1132,광주,전용면적 60㎡초과 85㎡이하,2016,11,2784.0
1133,광주,전용면적 85㎡초과 102㎡이하,2016,11,2817.0
1134,광주,전용면적 102㎡초과,2016,11,3273.0
1135,대전,전체,2016,11,2685.0
1136,대전,전용면적 60㎡이하,2016,11,2671.0
1137,대전,전용면적 60㎡초과 85㎡이하,2016,11,2660.0
1138,대전,전용면적 85㎡초과 102㎡이하,2016,11,2600.0
1139,대전,전용면적 102㎡초과,2016,11,4328.0
1140,울산,전체,2016,11,3260.0
1141,울산,전용면적 60㎡이하,2016,11,2842.0
1142,울산,전용면적 60㎡초과 85㎡이하,2016,11,3274.0
1143,울산,전용면적 85㎡초과 102㎡이하,2016,11,2965.1990950226245
1144,울산,전용면적 102㎡초과,2016,11,3195.0
1145,세종,전체,2016,11,2702.0
1146,세종,전용면적 60㎡이하,2016,11,2778.0
1147,세종,전용면적 60㎡초과 85㎡이하,2016,11,2709.0
1148,세종,전용면적 85㎡초과 102㎡이하,2016,11,2687.0
1149,세종,전용면적 102㎡초과,2016,11,2670.0
1150,강원,전체,2016,11,2071.0
1151,강원,전용면적 60㎡이하,2016,11,2017.0
1152,강원,전용면적 60㎡초과 85㎡이하,2016,11,2073.0
1153,강원,전용면적 85㎡초과 102㎡이하,2016,11,2031.0
1154,강원,전용면적 102㎡초과,2016,11,2191.0
1155,충북,전체,2016,11,2125.0
1156,충북,전용면적 60㎡이하,2016,11,2082.0
1157,충북,전용면적 60㎡초과 85㎡이하,2016,11,2144.0
1158,충북,전용면적 85㎡초과 102㎡이하,2016,11,2711.0
1159,충북,전용면적 102㎡초과,2016,11,2221.0
1160,충남,전체,2016,11,2277.0
1161,충남,전용면적 60㎡이하,2016,11,2322.0
1162,충남,전용면적 60㎡초과 85㎡이하,2016,11,2278.0
1163,충남,전용면적 85㎡초과 102㎡이하,2016,11,2926.0
1164,충남,전용면적 102㎡초과,2016,11,2685.0
1165,전북,전체,2016,11,1928.0
1166,전북,전용면적 60㎡이하,2016,11,1942.0
1167,전북,전용면적 60㎡초과 85㎡이하,2016,11,1934.0
1168,전북,전용면적 85㎡초과 102㎡이하,2016,11,2305.0
1169,전북,전용면적 102㎡초과,2016,11,2321.0
1170,전남,전체,2016,11,2056.0
1171,전남,전용면적 60㎡이하,2016,11,2058.0
1172,전남,전용면적 60㎡초과 85㎡이하,2016,11,2058.0
1173,전남,전용면적 85㎡초과 102㎡이하,2016,11,2467.0
1174,전남,전용면적 102㎡초과,2016,11,2262.0
1175,경북,전체,2016,11,2294.0
1176,경북,전용면적 60㎡이하,2016,11,2290.0
1177,경북,전용면적 60㎡초과 85㎡이하,2016,11,2303.0
1178,경북,전용면적 85㎡초과 102㎡이하,2016,11,2690.0
1179,경북,전용면적 102㎡초과,2016,11,2499.0
1180,경남,전체,2016,11,2359.0
1181,경남,전용면적 60㎡이하,2016,11,2496.0
1182,경남,전용면적 60㎡초과 85㎡이하,2016,11,2351.0
1183,경남,전용면적 85㎡초과 102㎡이하,2016,11,2872.0
1184,경남,전용면적 102㎡초과,2016,11,2621.0
1185,제주,전체,2016,11,3107.0
1186,제주,전용면적 60㎡이하,2016,11,4091.0
1187,제주,전용면적 60㎡초과 85㎡이하,2016,11,3024.0
1188,제주,전용면적 85㎡초과 102㎡이하,2016,11,3157.0
1189,제주,전용면적 102㎡초과,2016,11,3082.0
1190,서울,전체,2016,12,6443.0
1191,서울,전용면적 60㎡이하,2016,12,6713.0
1192,서울,전용면적 60㎡초과 85㎡이하,2016,12,6492.0
1193,서울,전용면적 85㎡초과 102㎡이하,2016,12,7030.0
1194,서울,전용면적 102㎡초과,2016,12,6771.0
1195,인천,전체,2016,12,3132.0
1196,인천,전용면적 60㎡이하,2016,12,3181.0
1197,인천,전용면적 60㎡초과 85㎡이하,2016,12,3137.0
1198,인천,전용면적 85㎡초과 102㎡이하,2016,12,3275.0
1199,인천,전용면적 102㎡초과,2016,12,4201.0
1200,경기,전체,2016,12,3555.0
1201,경기,전용면적 60㎡이하,2016,12,3602.0
1202,경기,전용면적 60㎡초과 85㎡이하,2016,12,3508.0
1203,경기,전용면적 85㎡초과 102㎡이하,2016,12,3360.0
1204,경기,전용면적 102㎡초과,2016,12,4229.0
1205,부산,전체,2016,12,3253.0
1206,부산,전용면적 60㎡이하,2016,12,3030.0
1207,부산,전용면적 60㎡초과 85㎡이하,2016,12,3249.0
1208,부산,전용면적 85㎡초과 102㎡이하,2016,12,3354.0
1209,부산,전용면적 102㎡초과,2016,12,4214.0
1210,대구,전체,2016,12,3144.0
1211,대구,전용면적 60㎡이하,2016,12,3500.0
1212,대구,전용면적 60㎡초과 85㎡이하,2016,12,3151.0
1213,대구,전용면적 85㎡초과 102㎡이하,2016,12,3045.0
1214,대구,전용면적 102㎡초과,2016,12,5014.0
1215,광주,전체,2016,12,2783.0
1216,광주,전용면적 60㎡이하,2016,12,2557.0
1217,광주,전용면적 60㎡초과 85㎡이하,2016,12,2794.0
1218,광주,전용면적 85㎡초과 102㎡이하,2016,12,2817.0
1219,광주,전용면적 102㎡초과,2016,12,3273.0
1220,대전,전체,2016,12,2685.0
1221,대전,전용면적 60㎡이하,2016,12,2671.0
1222,대전,전용면적 60㎡초과 85㎡이하,2016,12,2660.0
1223,대전,전용면적 85㎡초과 102㎡이하,2016,12,2600.0
1224,대전,전용면적 102㎡초과,2016,12,4328.0
1225,울산,전체,2016,12,3260.0
1226,울산,전용면적 60㎡이하,2016,12,2858.0
1227,울산,전용면적 60㎡초과 85㎡이하,2016,12,3272.0
1228,울산,전용면적 85㎡초과 102㎡이하,2016,12,2965.1990950226245
1229,울산,전용면적 102㎡초과,2016,12,3177.0
1230,세종,전체,2016,12,2705.0
1231,세종,전용면적 60㎡이하,2016,12,2769.0
1232,세종,전용면적 60㎡초과 85㎡이하,2016,12,2706.0
1233,세종,전용면적 85㎡초과 102㎡이하,2016,12,2676.0
1234,세종,전용면적 102㎡초과,2016,12,2673.0
1235,강원,전체,2016,12,2087.0
1236,강원,전용면적 60㎡이하,2016,12,2085.0
1237,강원,전용면적 60㎡초과 85㎡이하,2016,12,2085.0
1238,강원,전용면적 85㎡초과 102㎡이하,2016,12,2248.0
1239,강원,전용면적 102㎡초과,2016,12,2247.0
1240,충북,전체,2016,12,2081.0
1241,충북,전용면적 60㎡이하,2016,12,2099.0
1242,충북,전용면적 60㎡초과 85㎡이하,2016,12,2100.0
1243,충북,전용면적 85㎡초과 102㎡이하,2016,12,2855.0
1244,충북,전용면적 102㎡초과,2016,12,2362.0
1245,충남,전체,2016,12,2274.0
1246,충남,전용면적 60㎡이하,2016,12,2355.0
1247,충남,전용면적 60㎡초과 85㎡이하,2016,12,2273.0
1248,충남,전용면적 85㎡초과 102㎡이하,2016,12,2926.0
1249,충남,전용면적 102㎡초과,2016,12,2685.0
1250,전북,전체,2016,12,2004.0
1251,전북,전용면적 60㎡이하,2016,12,2265.0
1252,전북,전용면적 60㎡초과 85㎡이하,2016,12,2004.0
1253,전북,전용면적 85㎡초과 102㎡이하,2016,12,2305.0
1254,전북,전용면적 102㎡초과,2016,12,2321.0
1255,전남,전체,2016,12,2078.0
1256,전남,전용면적 60㎡이하,2016,12,2058.0
1257,전남,전용면적 60㎡초과 85㎡이하,2016,12,2074.0
1258,전남,전용면적 85㎡초과 102㎡이하,2016,12,2467.0
1259,전남,전용면적 102㎡초과,2016,12,2319.0
1260,경북,전체,2016,12,2311.0
1261,경북,전용면적 60㎡이하,2016,12,2327.0
1262,경북,전용면적 60㎡초과 85㎡이하,2016,12,2314.0
1263,경북,전용면적 85㎡초과 102㎡이하,2016,12,2690.0
1264,경북,전용면적 102㎡초과,2016,12,2499.0
1265,경남,전체,2016,12,2388.0
1266,경남,전용면적 60㎡이하,2016,12,2478.0
1267,경남,전용면적 60㎡초과 85㎡이하,2016,12,2380.0
1268,경남,전용면적 85㎡초과 102㎡이하,2016,12,2872.0
1269,경남,전용면적 102㎡초과,2016,12,2621.0
1270,제주,전체,2016,12,3132.0
1271,제주,전용면적 60㎡이하,2016,12,4091.0
1272,제주,전용면적 60㎡초과 85㎡이하,2016,12,3048.0
1273,제주,전용면적 85㎡초과 102㎡이하,2016,12,3157.0
1274,제주,전용면적 102㎡초과,2016,12,3082.0
1275,서울,전체,2017,1,6450.0
1276,서울,전용면적 60㎡이하,2017,1,6662.0
1277,서울,전용면적 60㎡초과 85㎡이하,2017,1,6500.0
1278,서울,전용면적 85㎡초과 102㎡이하,2017,1,7030.0
1279,서울,전용면적 102㎡초과,2017,1,6771.0
1280,인천,전체,2017,1,3132.0
1281,인천,전용면적 60㎡이하,2017,1,3181.0
1282,인천,전용면적 60㎡초과 85㎡이하,2017,1,3137.0
1283,인천,전용면적 85㎡초과 102㎡이하,2017,1,3275.0
1284,인천,전용면적 102㎡초과,2017,1,4201.0
1285,경기,전체,2017,1,3554.0
1286,경기,전용면적 60㎡이하,2017,1,3609.0
1287,경기,전용면적 60㎡초과 85㎡이하,2017,1,3508.0
1288,경기,전용면적 85㎡초과 102㎡이하,2017,1,3360.0
1289,경기,전용면적 102㎡초과,2017,1,4229.0
1290,부산,전체,2017,1,3244.0
1291,부산,전용면적 60㎡이하,2017,1,3030.0
1292,부산,전용면적 60㎡초과 85㎡이하,2017,1,3240.0
1293,부산,전용면적 85㎡초과 102㎡이하,2017,1,3354.0
1294,부산,전용면적 102㎡초과,2017,1,4214.0
1295,대구,전체,2017,1,3121.0
1296,대구,전용면적 60㎡이하,2017,1,3608.0
1297,대구,전용면적 60㎡초과 85㎡이하,2017,1,3129.0
1298,대구,전용면적 85㎡초과 102㎡이하,2017,1,3045.0
1299,대구,전용면적 102㎡초과,2017,1,5014.0
1300,광주,전체,2017,1,2778.0
1301,광주,전용면적 60㎡이하,2017,1,2557.0
1302,광주,전용면적 60㎡초과 85㎡이하,2017,1,2790.0
1303,광주,전용면적 85㎡초과 102㎡이하,2017,1,2817.0
1304,광주,전용면적 102㎡초과,2017,1,3273.0
1305,대전,전체,2017,1,2685.0
1306,대전,전용면적 60㎡이하,2017,1,2671.0
1307,대전,전용면적 60㎡초과 85㎡이하,2017,1,2660.0
1308,대전,전용면적 85㎡초과 102㎡이하,2017,1,2600.0
1309,대전,전용면적 102㎡초과,2017,1,4328.0
1310,울산,전체,2017,1,3260.0
1311,울산,전용면적 60㎡이하,2017,1,2858.0
1312,울산,전용면적 60㎡초과 85㎡이하,2017,1,3272.0
1313,울산,전용면적 85㎡초과 102㎡이하,2017,1,2965.1990950226245
1314,울산,전용면적 102㎡초과,2017,1,3177.0
1315,세종,전체,2017,1,2705.0
1316,세종,전용면적 60㎡이하,2017,1,2769.0
1317,세종,전용면적 60㎡초과 85㎡이하,2017,1,2706.0
1318,세종,전용면적 85㎡초과 102㎡이하,2017,1,2676.0
1319,세종,전용면적 102㎡초과,2017,1,2673.0
1320,강원,전체,2017,1,2085.0
1321,강원,전용면적 60㎡이하,2017,1,2084.0
1322,강원,전용면적 60㎡초과 85㎡이하,2017,1,2083.0
1323,강원,전용면적 85㎡초과 102㎡이하,2017,1,2213.0
1324,강원,전용면적 102㎡초과,2017,1,2246.0
1325,충북,전체,2017,1,2105.0
1326,충북,전용면적 60㎡이하,2017,1,2142.0
1327,충북,전용면적 60㎡초과 85㎡이하,2017,1,2124.0
1328,충북,전용면적 85㎡초과 102㎡이하,2017,1,2855.0
1329,충북,전용면적 102㎡초과,2017,1,2362.0
1330,충남,전체,2017,1,2235.0
1331,충남,전용면적 60㎡이하,2017,1,2335.0
1332,충남,전용면적 60㎡초과 85㎡이하,2017,1,2236.0
1333,충남,전용면적 85㎡초과 102㎡이하,2017,1,2963.0
1334,충남,전용면적 102㎡초과,2017,1,2679.0
1335,전북,전체,2017,1,2006.0
1336,전북,전용면적 60㎡이하,2017,1,2315.0
1337,전북,전용면적 60㎡초과 85㎡이하,2017,1,2004.0
1338,전북,전용면적 85㎡초과 102㎡이하,2017,1,2305.0
1339,전북,전용면적 102㎡초과,2017,1,2321.0
1340,전남,전체,2017,1,2078.0
1341,전남,전용면적 60㎡이하,2017,1,2058.0
1342,전남,전용면적 60㎡초과 85㎡이하,2017,1,2074.0
1343,전남,전용면적 85㎡초과 102㎡이하,2017,1,2467.0
1344,전남,전용면적 102㎡초과,2017,1,2319.0
1345,경북,전체,2017,1,2312.0
1346,경북,전용면적 60㎡이하,2017,1,2328.0
1347,경북,전용면적 60㎡초과 85㎡이하,2017,1,2315.0
1348,경북,전용면적 85㎡초과 102㎡이하,2017,1,2690.0
1349,경북,전용면적 102㎡초과,2017,1,2540.0
1350,경남,전체,2017,1,2390.0
1351,경남,전용면적 60㎡이하,2017,1,2478.0
1352,경남,전용면적 60㎡초과 85㎡이하,2017,1,2382.0
1353,경남,전용면적 85㎡초과 102㎡이하,2017,1,2872.0
1354,경남,전용면적 102㎡초과,2017,1,2623.0
1355,제주,전체,2017,1,3124.0
1356,제주,전용면적 60㎡이하,2017,1,4091.0
1357,제주,전용면적 60㎡초과 85㎡이하,2017,1,3036.0
1358,제주,전용면적 85㎡초과 102㎡이하,2017,1,3157.0
1359,제주,전용면적 102㎡초과,2017,1,3082.0
1360,서울,전체,2017,2,6464.0
1361,서울,전용면적 60㎡이하,2017,2,6668.0
1362,서울,전용면적 60㎡초과 85㎡이하,2017,2,6522.0
1363,서울,전용면적 85㎡초과 102㎡이하,2017,2,6655.0
1364,서울,전용면적 102㎡초과,2017,2,6893.0
1365,인천,전체,2017,2,3167.0
1366,인천,전용면적 60㎡이하,2017,2,3197.0
1367,인천,전용면적 60㎡초과 85㎡이하,2017,2,3171.0
1368,인천,전용면적 85㎡초과 102㎡이하,2017,2,3275.0
1369,인천,전용면적 102㎡초과,2017,2,4201.0
1370,경기,전체,2017,2,3607.0
1371,경기,전용면적 60㎡이하,2017,2,3652.0
1372,경기,전용면적 60㎡초과 85㎡이하,2017,2,3562.0
1373,경기,전용면적 85㎡초과 102㎡이하,2017,2,3454.0
1374,경기,전용면적 102㎡초과,2017,2,4296.0
1375,부산,전체,2017,2,3243.0
1376,부산,전용면적 60㎡이하,2017,2,3030.0
1377,부산,전용면적 60㎡초과 85㎡이하,2017,2,3239.0
1378,부산,전용면적 85㎡초과 102㎡이하,2017,2,3354.0
1379,부산,전용면적 102㎡초과,2017,2,4214.0
1380,대구,전체,2017,2,3158.0
1381,대구,전용면적 60㎡이하,2017,2,3608.0
1382,대구,전용면적 60㎡초과 85㎡이하,2017,2,3167.0
1383,대구,전용면적 85㎡초과 102㎡이하,2017,2,3045.0
1384,대구,전용면적 102㎡초과,2017,2,5014.0
1385,광주,전체,2017,2,2778.0
1386,광주,전용면적 60㎡이하,2017,2,2557.0
1387,광주,전용면적 60㎡초과 85㎡이하,2017,2,2790.0
1388,광주,전용면적 85㎡초과 102㎡이하,2017,2,2817.0
1389,광주,전용면적 102㎡초과,2017,2,3273.0
1390,대전,전체,2017,2,2721.0
1391,대전,전용면적 60㎡이하,2017,2,2776.0
1392,대전,전용면적 60㎡초과 85㎡이하,2017,2,2681.0
1393,대전,전용면적 85㎡초과 102㎡이하,2017,2,2600.0
1394,대전,전용면적 102㎡초과,2017,2,4328.0
1395,울산,전체,2017,2,3263.0
1396,울산,전용면적 60㎡이하,2017,2,2858.0
1397,울산,전용면적 60㎡초과 85㎡이하,2017,2,3274.0
1398,울산,전용면적 85㎡초과 102㎡이하,2017,2,2965.1990950226245
1399,울산,전용면적 102㎡초과,2017,2,3177.0
1400,세종,전체,2017,2,2705.0
1401,세종,전용면적 60㎡이하,2017,2,2769.0
1402,세종,전용면적 60㎡초과 85㎡이하,2017,2,2706.0
1403,세종,전용면적 85㎡초과 102㎡이하,2017,2,2676.0
1404,세종,전용면적 102㎡초과,2017,2,2673.0
1405,강원,전체,2017,2,2090.0
1406,강원,전용면적 60㎡이하,2017,2,2082.0
1407,강원,전용면적 60㎡초과 85㎡이하,2017,2,2090.0
1408,강원,전용면적 85㎡초과 102㎡이하,2017,2,2221.0
1409,강원,전용면적 102㎡초과,2017,2,2251.0
1410,충북,전체,2017,2,2044.0
1411,충북,전용면적 60㎡이하,2017,2,2049.0
1412,충북,전용면적 60㎡초과 85㎡이하,2017,2,2061.0
1413,충북,전용면적 85㎡초과 102㎡이하,2017,2,2855.0
1414,충북,전용면적 102㎡초과,2017,2,2358.0
1415,충남,전체,2017,2,2236.0
1416,충남,전용면적 60㎡이하,2017,2,2335.0
1417,충남,전용면적 60㎡초과 85㎡이하,2017,2,2238.0
1418,충남,전용면적 85㎡초과 102㎡이하,2017,2,2963.0
1419,충남,전용면적 102㎡초과,2017,2,2679.0
1420,전북,전체,2017,2,2009.0
1421,전북,전용면적 60㎡이하,2017,2,2346.0
1422,전북,전용면적 60㎡초과 85㎡이하,2017,2,1987.0
1423,전북,전용면적 85㎡초과 102㎡이하,2017,2,2305.0
1424,전북,전용면적 102㎡초과,2017,2,2300.0
1425,전남,전체,2017,2,2093.0
1426,전남,전용면적 60㎡이하,2017,2,2058.0
1427,전남,전용면적 60㎡초과 85㎡이하,2017,2,2096.0
1428,전남,전용면적 85㎡초과 102㎡이하,2017,2,2467.0
1429,전남,전용면적 102㎡초과,2017,2,2319.0
1430,경북,전체,2017,2,2307.0
1431,경북,전용면적 60㎡이하,2017,2,2340.0
1432,경북,전용면적 60㎡초과 85㎡이하,2017,2,2306.0
1433,경북,전용면적 85㎡초과 102㎡이하,2017,2,2690.0
1434,경북,전용면적 102㎡초과,2017,2,2540.0
1435,경남,전체,2017,2,2384.0
1436,경남,전용면적 60㎡이하,2017,2,2575.0
1437,경남,전용면적 60㎡초과 85㎡이하,2017,2,2375.0
1438,경남,전용면적 85㎡초과 102㎡이하,2017,2,2872.0
1439,경남,전용면적 102㎡초과,2017,2,2716.0
1440,제주,전체,2017,2,3134.0
1441,제주,전용면적 60㎡이하,2017,2,4038.0
1442,제주,전용면적 60㎡초과 85㎡이하,2017,2,3042.0
1443,제주,전용면적 85㎡초과 102㎡이하,2017,2,3157.0
1444,제주,전용면적 102㎡초과,2017,2,3082.0
1445,서울,전체,2017,3,6370.0
1446,서울,전용면적 60㎡이하,2017,3,6570.0
1447,서울,전용면적 60㎡초과 85㎡이하,2017,3,6420.0
1448,서울,전용면적 85㎡초과 102㎡이하,2017,3,6457.0
1449,서울,전용면적 102㎡초과,2017,3,6709.0
1450,인천,전체,2017,3,3179.0
1451,인천,전용면적 60㎡이하,2017,3,3268.0
1452,인천,전용면적 60㎡초과 85㎡이하,2017,3,3177.0
1453,인천,전용면적 85㎡초과 102㎡이하,2017,3,3275.0
1454,인천,전용면적 102㎡초과,2017,3,4201.0
1455,경기,전체,2017,3,3632.0
1456,경기,전용면적 60㎡이하,2017,3,3773.0
1457,경기,전용면적 60㎡초과 85㎡이하,2017,3,3585.0
